id	dam	sire	Cohort	Immigrant
2439	524	2018	2005	0
2440	524	822	2005	0
2441	338	466	2005	0
2442	338	466	2005	0
2443	338	466	2005	0
2444	338	466	2005	0
2445	338	466	2005	0
2446	4424	537	2005	0
2447	4424	4304	2005	0
2448	4424	537	2005	0
2449	4424	4304	2005	0
2450	4424	645	2005	0
2451	533	417	2005	0
2452	533	417	2005	0
2453	533	417	2005	0
2454	533	417	2005	0
2455	533	417	2005	0
2456	1589	393	2005	0
2457	1589	393	2005	0
2458	1589	393	2005	0
2459	1589	393	2005	0
2460	NA	NA	2005	0
2461	832	1464	2005	0
2462	832	1464	2005	0
2463	832	1464	2005	0
2464	832	1464	2005	0
2465	832	1464	2005	0
2466	586	393	2005	0
2467	586	285	2005	0
2468	586	984	2005	0
2469	586	1513	2005	0
2470	586	285	2005	0
2471	1514	4265	2005	0
2472	1514	4265	2005	0
2473	1514	1929	2005	0
2474	NA	NA	2005	0
2475	1940	1970	2005	0
2476	1940	1970	2005	0
2477	1940	NA	2005	0
2478	NA	NA	2005	0
2479	1100	959	2005	0
2480	1100	959	2005	0
2481	1100	959	2005	0
2482	1100	959	2005	0
2483	1228	115	2005	0
2484	NA	NA	2005	0
2485	1228	115	2005	0
2486	NA	NA	2005	0
2487	442	457	2005	0
2488	442	457	2005	0
2489	442	457	2005	0
2490	442	457	2005	0
2491	442	457	2005	0
2492	985	409	2005	0
2493	985	409	2005	0
2494	985	11	2005	0
2495	784	1095	2005	0
2496	784	1095	2005	0
2497	784	1095	2005	0
2498	784	1095	2005	0
2499	784	1095	2005	0
2500	569	1717	2005	0
2501	569	417	2005	0
2502	569	417	2005	0
2503	569	1717	2005	0
2504	NA	NA	2005	0
2505	512	765	2005	0
2506	512	765	2005	0
2507	512	765	2005	0
2508	512	765	2005	0
2509	2004	823	2005	0
2510	2004	962	2005	0
2511	2004	823	2005	0
2512	NA	NA	2005	0
2513	892	4435	2005	0
2514	892	4435	2005	0
2515	892	4435	2005	0
2516	892	4435	2005	0
2517	892	4435	2005	0
2518	NA	NA	2005	0
2519	980	4421	2005	0
2520	2014	1697	2005	0
2521	980	4421	2005	0
2522	NA	NA	2005	0
2523	1739	46	2005	0
2524	1739	46	2005	0
2525	NA	NA	2005	0
2526	512	44	2005	0
2527	1364	504	2005	0
2528	1364	494	2005	0
2529	1364	504	2005	0
2530	1364	504	2005	0
2531	NA	NA	2005	0
2532	542	251	2005	0
2533	542	251	2005	0
2534	542	251	2005	0
2535	NA	NA	2005	0
2536	704	1438	2005	0
2537	704	1438	2005	0
2538	704	NA	2005	0
2539	704	1438	2005	0
2540	NA	NA	2005	0
2541	929	500	2005	0
2542	929	500	2005	0
2543	929	500	2005	0
2544	929	500	2005	0
2545	NA	NA	2005	0
2546	929	725	2005	0
2547	622	1954	2005	0
2548	622	1954	2005	0
2549	622	1954	2005	0
2550	1907	504	2005	0
2551	1907	504	2005	0
2552	NA	NA	2005	0
2553	1907	46	2005	0
2554	342	421	2005	0
2555	342	421	2005	0
2556	342	421	2005	0
2557	342	421	2005	0
2558	342	421	2005	0
2559	309	251	2005	0
2560	309	993	2005	0
2561	309	993	2005	0
2562	309	993	2005	0
2563	NA	NA	2005	0
2564	2014	1906	2005	0
2565	2014	1906	2005	0
2566	2014	1906	2005	0
2567	2014	1906	2005	0
2568	2014	1906	2005	0
2569	988	285	2005	0
2570	988	287	2005	0
2571	988	145	2005	0
2572	988	145	2005	0
2573	427	22	2005	0
2574	427	22	2005	0
2575	427	22	2005	0
2576	427	22	2005	0
2577	427	448	2005	0
2578	819	602	2005	0
2579	819	602	2005	0
2580	819	602	2005	0
2581	819	602	2005	0
2582	819	602	2005	0
2583	857	1569	2005	0
2584	857	725	2005	0
2585	857	725	2005	0
2586	857	1569	2005	0
2587	857	1569	2005	0
2588	4391	4265	2005	0
2589	4391	4265	2005	0
2590	4391	4265	2005	0
2591	4391	4265	2005	0
2592	4391	4265	2005	0
2593	431	602	2005	0
2594	431	356	2005	0
2595	431	356	2005	0
2596	431	602	2005	0
2597	431	356	2005	0
2598	4290	4275	2005	0
2599	4290	4275	2005	0
2600	4290	4275	2005	0
2601	4290	4275	2005	0
2602	NA	NA	2005	0
2603	903	354	2005	0
2604	903	354	2005	0
2605	903	354	2005	0
2606	903	354	2005	0
2607	903	354	2005	0
2608	917	457	2005	0
2609	917	4463	2005	0
2610	917	457	2005	0
2611	NA	NA	2005	0
2612	NA	NA	2005	0
2613	556	23	2005	0
2614	556	23	2005	0
2615	556	23	2005	0
2616	556	23	2005	0
2617	556	23	2005	0
2618	4273	4153	2005	0
2619	4273	4153	2005	0
2620	4273	4153	2005	0
2621	4273	4153	2005	0
2622	4273	4153	2005	0
2623	4273	4153	2005	0
2624	913	818	2005	0
2625	913	818	2005	0
2626	913	818	2005	0
2627	913	818	2005	0
2628	913	818	2005	0
2629	NA	NA	2005	0
2630	NA	NA	2005	0
2631	1446	4423	2005	0
2632	NA	4423	2005	0
2633	1446	4423	2005	0
2634	NA	NA	2005	0
2635	45	166	2005	0
2636	45	166	2005	0
2637	45	166	2005	0
2638	45	NA	2005	0
2639	45	166	2005	0
2640	NA	NA	2005	0
2641	NA	NA	2005	0
2642	NA	NA	2005	0
2643	NA	NA	2005	0
2644	605	1227	2005	0
2645	76	NA	2005	0
2646	76	287	2005	0
2647	76	287	2005	0
2648	76	287	2005	0
2649	76	287	2005	0
2650	353	725	2005	0
2651	353	725	2005	0
2652	353	725	2005	0
2653	353	725	2005	0
2654	353	725	2005	0
2655	353	725	2005	0
2656	540	1053	2005	0
2657	540	1053	2005	0
2658	540	1053	2005	0
2659	540	1053	2005	0
2660	540	1053	2005	0
2661	256	418	2005	0
2662	256	650	2005	0
2663	256	650	2005	0
2664	256	650	2005	0
2665	256	650	2005	0
2666	1318	1192	2005	0
2667	1318	1095	2005	0
2668	1318	1192	2005	0
2669	NA	NA	2005	0
2670	1827	114	2005	0
2671	1827	1353	2005	0
2672	1827	1353	2005	0
2673	1827	1353	2005	0
2674	1827	1353	2005	0
2675	646	1226	2005	0
2676	646	1226	2005	0
2677	646	1226	2005	0
2678	646	1226	2005	0
2679	NA	NA	2005	0
2680	927	1717	2005	0
2681	927	1717	2005	0
2682	927	1717	2005	0
2683	927	1717	2005	0
2684	927	1717	2005	0
2685	1069	1935	2005	0
2686	1069	1935	2005	0
2687	1069	1935	2005	0
2688	NA	NA	2005	0
2689	NA	NA	2005	0
2690	NA	NA	2005	0
2691	649	460	2005	0
2692	649	460	2005	0
2693	649	460	2005	0
2694	649	460	2005	0
2695	NA	NA	2005	0
2696	206	2018	2005	0
2697	NA	NA	2005	0
2698	NA	NA	2005	0
2699	NA	NA	2005	0
2700	NA	NA	2005	0
2701	206	2018	2005	0
2702	122	166	2005	0
2703	122	1448	2005	0
2704	122	1448	2005	0
2705	122	1448	2005	0
2706	122	1448	2005	0
2707	1940	1970	2005	0
2708	1940	4463	2005	0
2709	1940	1970	2005	0
2710	1940	4463	2005	0
2711	1940	1970	2005	0
2712	1589	393	2005	0
2713	1589	393	2005	0
2714	1589	393	2005	0
2715	1589	393	2005	0
2716	860	114	2005	0
2717	860	114	2005	0
2718	860	537	2005	0
2719	860	114	2005	0
2720	1386	591	2005	0
2721	1386	1053	2005	0
2722	1386	591	2005	0
2723	1386	1702	2005	0
2724	1386	591	2005	0
2725	442	457	2005	0
2726	442	457	2005	0
2727	442	457	2005	0
2728	442	457	2005	0
2729	NA	NA	2005	0
2730	1228	494	2005	0
2731	1228	115	2005	0
2732	1228	115	2005	0
2733	1228	115	2005	0
2734	NA	NA	2005	0
2735	416	4418	2005	0
2736	416	4418	2005	0
2737	416	1616	2005	0
2738	416	4230	2005	0
2739	1599	4390	2005	0
2740	1599	4390	2005	0
2741	1599	4390	2005	0
2742	NA	NA	2005	0
2743	NA	NA	2005	0
2744	NA	NA	2005	0
2745	NA	NA	2005	0
2746	NA	NA	2005	0
2747	988	145	2005	0
2748	988	145	2005	0
2749	988	145	2005	0
2750	988	1972	2005	0
2751	980	4421	2005	0
2752	980	4421	2005	0
2753	980	4421	2005	0
2754	980	4421	2005	0
2755	592	418	2005	0
2756	592	418	2005	0
2757	NA	NA	2005	0
2758	NA	NA	2005	0
2759	4425	962	2005	0
2760	4425	962	2005	0
2761	4425	962	2005	0
2762	604	4304	2005	0
2763	604	4304	2005	0
2764	604	4304	2005	0
2765	604	4304	2005	0
2766	604	1823	2005	0
2767	819	602	2005	0
2768	819	11	2005	0
2769	819	11	2005	0
2770	NA	NA	2005	0
2771	917	1833	2005	0
2772	917	4463	2005	0
2773	917	4463	2005	0
2774	NA	NA	2005	0
2775	NA	NA	2005	0
2776	NA	NA	2005	0
2777	1048	591	2005	0
2778	1048	591	2005	0
2779	NA	NA	2005	0
2780	NA	NA	2005	0
2781	NA	NA	2005	0
2782	NA	NA	2005	0
2783	2007	2012	2005	0
2784	2007	2012	2005	0
2785	2007	2012	2005	0
2786	NA	NA	2005	0
2787	784	1095	2005	0
2788	784	1095	2005	0
2789	1558	902	2005	0
2790	1558	902	2005	0
2791	1558	4304	2005	0
2792	1558	1915	2005	0
2793	586	285	2005	0
2794	586	285	2005	0
2795	NA	NA	2005	0
2796	605	1227	2005	0
2797	605	1227	2005	0
2798	605	1227	2005	0
2799	605	4229	2005	0
2800	605	1227	2005	0
2801	471	661	2005	0
2802	471	661	2005	0
2803	471	661	2005	0
2804	NA	NA	2005	0
2805	NA	NA	2005	0
2806	560	4230	2005	0
2807	560	4230	2005	0
2808	560	4230	2005	0
2809	560	4230	2005	0
2810	560	4230	2005	0
2811	1718	1038	2005	0
2812	1718	1038	2005	0
2813	1718	1038	2005	0
2814	1718	1038	2005	0
2815	1718	1703	2005	0
2816	4424	537	2005	0
2817	4424	285	2005	0
2818	4424	537	2005	0
2819	4424	285	2005	0
2820	4424	537	2005	0
2821	533	417	2005	0
2822	533	417	2005	0
2823	533	417	2005	0
2824	533	417	2005	0
2825	533	417	2005	0
2826	NA	NA	2005	0
2827	NA	NA	2005	0
2828	NA	NA	2005	0
2829	NA	NA	2005	0
2830	524	2018	2005	0
2831	338	466	2005	0
2832	338	466	2005	0
2833	338	466	2005	0
2834	338	466	2005	0
2835	NA	NA	2005	0
2836	1100	959	2005	0
2837	1100	959	2005	0
2838	1100	959	2005	0
2839	1100	959	2005	0
2840	1827	1353	2005	0
2841	1827	1353	2005	0
2842	1827	1353	2005	0
2843	4425	962	2005	0
2844	2004	823	2005	0
2845	2004	823	2005	0
2846	2004	823	2005	0
2847	2004	823	2005	0
2848	NA	NA	2005	0
2849	903	354	2005	0
2850	903	354	2005	0
2851	903	354	2005	0
2852	903	354	2005	0
2853	903	354	2005	0
2854	NA	NA	2005	0
2855	4392	417	2005	0
2856	4392	505	2005	0
2857	4392	505	2005	0
2858	4392	505	2005	0
2859	4392	505	2005	0
2860	1907	765	2005	0
2861	1907	504	2005	0
2862	NA	NA	2005	0
2863	NA	NA	2005	0
2864	206	2018	2005	0
2865	206	2018	2005	0
2866	206	2018	2005	0
2867	206	2018	2005	0
2868	206	2018	2005	0
2869	206	2018	2005	0
2870	45	166	2005	0
2871	45	166	2005	0
2872	45	166	2005	0
2873	45	166	2005	0
2874	892	4435	2005	0
2875	892	466	2005	0
2876	892	4435	2005	0
2877	892	4435	2005	0
2878	NA	NA	2005	0
2879	832	765	2005	0
2880	832	1464	2005	0
2881	832	1464	2005	0
2882	NA	NA	2005	0
2883	985	602	2005	0
2884	985	602	2005	0
2885	985	602	2005	0
2886	985	602	2005	0
2887	1514	251	2005	0
2888	1514	251	2005	0
2889	NA	NA	2005	0
2890	750	1898	2005	0
2891	750	1898	2005	0
2892	750	1898	2005	0
2893	750	1898	2005	0
2894	1386	287	2005	0
2895	1386	4418	2005	0
2896	1386	287	2005	0
2897	NA	NA	2005	0
2898	860	537	2005	0
2899	860	46	2005	0
2900	860	114	2005	0
2901	860	590	2005	0
2902	646	114	2005	0
2903	646	114	2005	0
2904	646	500	2005	0
2905	646	500	2005	0
2906	342	421	2005	0
2907	342	421	2005	0
2908	NA	NA	2005	0
2909	NA	NA	2005	0
2910	2014	356	2005	0
2911	2014	356	2005	0
2912	2014	356	2005	0
2913	2014	356	2005	0
2914	309	993	2005	0
2915	309	993	2005	0
2916	309	993	2005	0
2917	NA	NA	2005	0
2918	4391	4265	2005	0
2919	4391	4265	2005	0
2920	4391	4265	2005	0
2921	4391	4265	2005	0
2922	4391	4421	2005	0
2923	4273	4435	2005	0
2924	4273	4435	2005	0
2925	4273	4153	2005	0
2926	4273	4153	2005	0
2927	542	251	2005	0
2928	542	251	2005	0
2929	542	251	2005	0
2930	542	251	2005	0
2931	512	765	2005	0
2932	512	765	2005	0
2933	512	765	2005	0
2934	NA	NA	2005	0
2935	1364	504	2005	0
2936	1364	504	2005	0
2937	NA	NA	2005	0
2938	NA	NA	2005	0
2939	1739	46	2005	0
2940	1739	46	2005	0
2941	1739	46	2005	0
2942	NA	NA	2005	0
2943	427	22	2005	0
2944	427	22	2005	0
2945	427	22	2005	0
2946	427	22	2005	0
2947	857	725	2005	0
2948	857	1569	2005	0
2949	857	725	2005	0
2950	NA	NA	2005	0
2951	1047	1226	2005	0
2952	NA	NA	2005	0
2953	NA	NA	2005	0
2954	1318	23	2005	0
2955	1318	23	2005	0
2956	NA	NA	2005	0
2957	NA	NA	2005	0
2958	4290	4304	2005	0
2959	4290	4275	2005	0
2960	4290	4275	2005	0
2961	4290	4275	2005	0
2962	913	818	2005	0
2963	913	818	2005	0
2964	913	818	2005	0
2965	NA	NA	2005	0
2966	980	4421	2005	0
2967	980	4421	2005	0
2968	980	4421	2005	0
2969	649	460	2005	0
2970	649	460	2005	0
2971	649	460	2005	0
2972	649	460	2005	0
2973	784	23	2005	0
2974	784	1095	2005	0
2975	784	1095	2005	0
2976	431	356	2005	0
2977	NA	NA	2005	0
2978	NA	NA	2005	0
2979	540	1053	2005	0
2980	540	1053	2005	0
2981	540	1053	2005	0
2982	540	1053	2005	0
2983	NA	NA	2005	0
2984	843	1343	2005	0
2985	843	1343	2005	0
2986	843	1343	2005	0
2987	843	1343	2005	0
2988	1589	393	2005	0
2989	1589	393	2005	0
2990	122	166	2005	0
2991	122	494	2005	0
2992	122	494	2005	0
2993	NA	NA	2005	0
2994	4382	494	2005	0
2995	NA	NA	2005	0
2996	NA	NA	2005	0
2997	963	505	2005	0
2998	963	505	2005	0
2999	963	2012	2005	0
3000	416	4418	2005	0
3001	416	145	2005	0
3002	416	4418	2005	0
3003	416	4418	2005	0
3004	586	285	2005	0
3005	586	285	2005	0
3006	NA	NA	2005	0
3007	NA	NA	2005	0
3008	NA	NA	2005	0
3009	NA	NA	2005	0
3010	NA	NA	2005	0
3011	NA	NA	2005	0
3012	NA	NA	2005	0
3013	1069	1935	2005	0
3014	1069	1935	2005	0
3015	1069	1935	2005	0
3016	NA	NA	2005	0
3017	892	23	2005	0
3018	NA	NA	2005	0
3019	892	4435	2005	0
3020	892	4435	2005	0
3021	NA	NA	2005	0
3022	NA	NA	2005	0
3023	NA	NA	2005	0
3024	NA	NA	2005	0
3025	988	285	2005	0
3026	988	145	2005	0
3027	988	145	2005	0
3028	NA	NA	2005	0
3029	442	457	2005	0
3030	442	457	2005	0
3031	442	457	2005	0
3032	442	457	2005	0
3033	604	4304	2005	0
3034	604	4304	2005	0
3035	604	4304	2005	0
3036	604	1637	2005	0
3037	604	4304	2005	0
3038	571	974	2005	0
3039	571	650	2005	0
3040	571	650	2005	0
3041	571	974	2005	0
3042	4391	4421	2005	0
3043	4391	4265	2005	0
3044	4391	4421	2005	0
3045	4391	4388	2005	0
3046	4391	4265	2005	0
3047	309	993	2005	0
3048	309	993	2005	0
3049	309	993	2005	0
3050	1716	962	2005	0
3051	NA	NA	2005	0
3052	622	4503	2004	0
3054	622	4503	2004	0
3055	750	974	2004	0
3056	4392	505	2004	0
3057	885	115	2004	0
3058	4382	494	2004	0
3059	540	537	2004	0
3060	622	1954	2005	0
3061	963	505	2005	0
3062	963	505	2005	0
3063	963	505	2005	0
3064	4392	505	2005	0
3065	4392	505	2005	0
3066	571	974	2005	0
3067	571	974	2005	0
3068	571	166	2005	0
3069	NA	NA	2006	0
3070	NA	NA	2006	0
3071	NA	NA	2006	0
3072	NA	NA	2006	0
3073	2865	2661	2006	0
3074	2865	4421	2006	0
3075	2865	2661	2006	0
3076	2865	4421	2006	0
3077	NA	NA	2006	0
3078	NA	NA	2006	0
3079	NA	NA	2006	0
3080	NA	NA	2006	0
3081	NA	NA	2006	0
3082	2966	4421	2006	0
3083	2966	4421	2006	0
3084	2966	2906	2006	0
3085	2966	4421	2006	0
3086	2966	2906	2006	0
3087	524	4153	2006	0
3088	524	4153	2006	0
3089	524	4153	2006	0
3090	524	4153	2006	0
3091	45	166	2006	0
3092	45	166	2006	0
3093	45	166	2006	0
3094	45	166	2006	0
3095	45	166	2006	0
3096	1940	1192	2006	0
3097	1940	1192	2006	0
3098	NA	NA	2006	0
3099	NA	NA	2006	0
3100	3051	1192	2006	0
3101	338	466	2006	0
3102	338	466	2006	0
3103	338	466	2006	0
3104	338	466	2006	0
3105	338	466	2006	0
3106	206	4421	2006	0
3107	206	2018	2006	0
3108	206	2018	2006	0
3109	NA	NA	2006	0
3110	4425	962	2006	0
3111	4425	962	2006	0
3112	4425	962	2006	0
3113	4425	962	2006	0
3114	NA	NA	2006	0
3115	892	4435	2006	0
3116	892	4435	2006	0
3117	NA	NA	2006	0
3118	892	4435	2006	0
3119	892	4435	2006	0
3120	1054	3052	2006	0
3121	1054	3052	2006	0
3122	1054	3052	2006	0
3123	2349	1448	2006	0
3124	2349	1448	2006	0
3125	2349	1448	2006	0
3126	2349	1448	2006	0
3127	NA	NA	2006	0
3128	NA	NA	2006	0
3129	NA	NA	2006	0
3130	NA	NA	2006	0
3131	784	1095	2006	0
3132	784	823	2006	0
3133	784	1095	2006	0
3134	784	1095	2006	0
3135	NA	NA	2006	0
3136	353	725	2006	0
3137	NA	NA	2006	0
3138	NA	NA	2006	0
3139	NA	NA	2006	0
3140	592	418	2006	0
3141	592	418	2006	0
3142	592	418	2006	0
3143	NA	NA	2006	0
3144	885	1226	2006	0
3145	885	725	2006	0
3146	885	725	2006	0
3147	723	2783	2006	0
3148	471	661	2006	0
3149	471	287	2006	0
3150	471	287	2006	0
3151	NA	NA	2006	0
3152	2691	2354	2006	0
3153	2691	650	2006	0
3154	2691	2354	2006	0
3155	2691	650	2006	0
3156	2004	823	2006	0
3157	2004	1954	2006	0
3158	2004	823	2006	0
3159	2004	823	2006	0
3160	2004	NA	2006	0
3161	NA	NA	2006	0
3162	NA	NA	2006	0
3163	NA	NA	2006	0
3164	NA	NA	2006	0
3165	NA	NA	2006	0
3166	256	4435	2006	0
3167	256	650	2006	0
3168	206	1227	2006	0
3169	NA	NA	2006	0
3170	571	1227	2006	0
3171	571	1227	2006	0
3172	571	1227	2006	0
3173	571	1227	2006	0
3174	3050	2187	2006	0
3175	3050	2187	2006	0
3176	3050	2187	2006	0
3177	1827	1353	2006	0
3178	1827	1353	2006	0
3179	1827	1353	2006	0
3180	1827	1353	2006	0
3181	1100	NA	2006	0
3182	1100	959	2006	0
3183	1100	NA	2006	0
3184	1100	959	2006	0
3185	927	494	2006	0
3186	NA	NA	2006	0
3187	NA	NA	2006	0
3188	622	2202	2006	0
3189	NA	NA	2006	0
3190	622	661	2006	0
3191	NA	NA	2006	0
3192	NA	NA	2006	0
3193	NA	NA	2006	0
3194	NA	NA	2006	0
3195	NA	NA	2006	0
3196	NA	NA	2006	0
3197	NA	NA	2006	0
3198	NA	NA	2006	0
3199	NA	NA	2006	0
3200	2007	4304	2006	0
3201	2007	2352	2006	0
3202	2007	2352	2006	0
3203	NA	NA	2006	0
3204	427	285	2006	0
3205	427	285	2006	0
3206	427	4304	2006	0
3207	427	285	2006	0
3208	338	466	2006	0
3209	338	466	2006	0
3210	338	466	2006	0
3211	206	2906	2006	0
3212	206	2906	2006	0
3213	206	2906	2006	0
3214	206	23	2006	0
3215	963	2944	2006	0
3216	963	NA	2006	0
3217	963	NA	2006	0
3218	988	285	2006	0
3219	988	285	2006	0
3220	988	285	2006	0
3221	NA	285	2006	0
3222	4425	962	2006	0
3223	4425	962	2006	0
3224	4425	962	2006	0
3225	4425	962	2006	0
3226	NA	NA	2006	0
3227	2725	457	2006	0
3228	NA	NA	2006	0
3229	2725	457	2006	0
3230	2865	1697	2006	0
3231	2865	1697	2006	0
3232	2865	1697	2006	0
3233	2865	1697	2006	0
3234	2865	1227	2006	0
3235	NA	NA	2006	0
3236	NA	NA	2006	0
3237	NA	NA	2006	0
3238	NA	NA	2006	0
3239	NA	NA	2006	0
3240	2966	2605	2006	0
3241	2966	2605	2006	0
3242	2966	661	2006	0
3243	658	1227	2006	0
3244	658	1227	2006	0
3245	4380	962	2006	0
3246	4380	962	2006	0
3247	4380	1192	2006	0
3248	4380	1192	2006	0
3249	892	4435	2006	0
3250	892	4435	2006	0
3251	892	4435	2006	0
3252	892	4435	2006	0
3253	NA	NA	2006	0
3254	1446	2542	2006	0
3255	1446	2542	2006	0
3256	1446	2542	2006	0
3257	2691	650	2006	0
3258	2691	23	2006	0
3259	2691	23	2006	0
3260	2691	650	2006	0
3261	2004	823	2006	0
3262	2004	823	2006	0
3263	2004	823	2006	0
3264	2004	823	2006	0
3265	542	4435	2006	0
3266	542	4435	2006	0
3267	542	4435	2006	0
3268	NA	NA	2006	0
3269	586	285	2006	0
3270	586	285	2006	0
3271	NA	NA	2006	0
3272	256	417	2006	0
3273	256	650	2006	0
3274	256	650	2006	0
3275	256	650	2006	0
3276	1054	3052	2006	0
3277	1054	2904	2006	0
3278	1054	3052	2006	0
3279	1054	3052	2006	0
3280	622	1954	2006	0
3281	622	23	2006	0
3282	NA	NA	2006	0
3283	784	417	2006	0
3284	784	417	2006	0
3285	784	417	2006	0
3286	2658	1569	2006	0
3287	256	650	2006	0
3288	2658	2053	2006	0
3289	2658	2053	2006	0
3290	885	1226	2006	0
3291	885	1226	2006	0
3292	885	1226	2006	0
3293	885	1226	2006	0
3294	NA	NA	2006	0
3295	1827	2202	2006	0
3296	1827	2202	2006	0
3297	1827	2202	2006	0
3298	1827	2202	2006	0
3299	1827	2202	2006	0
3300	571	1227	2006	0
3301	571	1227	2006	0
3302	571	1227	2006	0
3303	571	1227	2006	0
3304	1047	500	2006	0
3305	1047	500	2006	0
3306	NA	NA	2006	0
3307	NA	NA	2006	0
3308	927	494	2006	0
3309	927	494	2006	0
3310	927	494	2006	0
3311	927	494	2006	0
3312	927	494	2006	0
3313	2584	2173	2006	0
3314	2584	2173	2006	0
3315	2584	2173	2006	0
3316	2584	2173	2006	0
3317	NA	NA	2006	0
3318	1100	959	2006	0
3319	1100	959	2006	0
3320	1100	1226	2006	0
3321	1100	1226	2006	0
3322	NA	NA	2006	0
3323	NA	NA	2006	0
3324	NA	NA	2006	0
3325	4380	962	2006	0
3326	NA	NA	2006	0
3327	NA	NA	2006	0
3328	NA	NA	2006	0
3329	NA	NA	2006	0
3330	980	902	2006	0
3331	2408	2233	2006	0
3332	2405	2605	2006	0
3333	2408	2693	2006	0
3334	2405	499	2006	0
3335	2166	500	2006	0
3336	2166	1464	2006	0
3337	2166	500	2006	0
3338	857	725	2006	0
3339	857	1569	2006	0
3340	857	1569	2006	0
3341	NA	114	2006	0
3342	912	114	2006	0
3343	912	114	2006	0
3344	912	114	2006	0
3345	NA	NA	2006	0
3346	45	166	2006	0
3347	45	166	2006	0
3348	45	166	2006	0
3349	45	166	2006	0
3350	843	2904	2006	0
3351	843	2904	2006	0
3352	NA	NA	2006	0
3353	843	2904	2006	0
3354	860	2246	2006	0
3355	860	2246	2006	0
3356	860	1464	2006	0
3357	860	2202	2006	0
3358	2840	1438	2006	0
3359	592	418	2006	0
3360	592	418	2006	0
3361	592	418	2006	0
3362	2360	962	2006	0
3363	2360	962	2006	0
3364	2360	962	2006	0
3365	2405	417	2006	0
3366	NA	NA	2006	0
3367	NA	NA	2006	0
3368	NA	NA	2006	0
3369	NA	NA	2006	0
3370	427	661	2006	0
3371	427	661	2006	0
3372	427	661	2006	0
3373	427	661	2006	0
3374	427	661	2006	0
3375	2725	457	2006	0
3376	2725	457	2006	0
3377	2725	457	2006	0
3378	2725	457	2006	0
3379	2232	2462	2006	0
3380	2232	2462	2006	0
3381	2232	2462	2006	0
3382	2232	2462	2006	0
3383	2232	2462	2006	0
3384	586	4230	2006	0
3385	586	4230	2006	0
3386	586	4230	2006	0
3387	988	4304	2006	0
3388	586	4230	2006	0
3389	2865	1697	2006	0
3390	2865	962	2006	0
3391	2865	1697	2006	0
3392	2865	1697	2006	0
3393	2865	823	2006	0
3394	988	2970	2006	0
3395	988	2970	2006	0
3396	988	2970	2006	0
3397	988	2970	2006	0
3398	988	2970	2006	0
3399	2167	2944	2006	0
3400	2167	2944	2006	0
3401	2167	2768	2006	0
3402	2167	NA	2006	0
3403	2360	114	2006	0
3404	206	2661	2006	0
3405	206	2661	2006	0
3406	206	2661	2006	0
3407	206	2661	2006	0
3408	NA	NA	2006	0
3409	NA	NA	2006	0
3410	NA	NA	2006	0
3411	338	466	2006	0
3412	3428	1954	2006	0
3413	338	466	2006	0
3414	338	466	2006	0
3415	892	4435	2006	0
3416	892	4435	2006	0
3417	892	4435	2006	0
3418	892	4435	2006	0
3419	892	4435	2006	0
3420	2840	46	2006	0
3421	2840	46	2006	0
3422	2840	46	2006	0
3423	2004	823	2006	0
3424	2004	823	2006	0
3425	2004	823	2006	0
3426	2004	823	2006	0
3427	353	725	2005	0
3428	353	725	2005	0
3429	353	725	2005	0
3430	1485	1483	2005	0
3431	929	984	2006	0
3432	929	984	2006	0
3433	929	984	2006	0
3434	929	984	2006	0
3435	206	2833	2006	0
3436	980	23	2006	0
3437	980	23	2006	0
3438	980	23	2006	0
3439	980	1095	2006	0
3440	980	NA	2006	0
3441	4380	4378	2006	0
3442	4380	4378	2006	0
3443	4380	4378	2006	0
3444	NA	NA	2006	0
3445	542	4435	2006	0
3446	542	4435	2006	0
3447	542	4435	2006	0
3448	542	1697	2006	0
3449	542	4435	2006	0
3450	622	2187	2006	0
3451	NA	NA	2006	0
3452	622	2661	2006	0
3453	2489	1956	2006	0
3454	2489	2527	2006	0
3455	2489	1956	2006	0
3456	2489	2527	2006	0
3457	4425	962	2006	0
3458	2200	2246	2006	0
3459	256	650	2006	0
3460	256	650	2006	0
3461	256	650	2006	0
3462	256	650	2006	0
3463	256	650	2006	0
3464	NA	NA	2006	0
3465	NA	NA	2006	0
3466	2691	23	2006	0
3467	2691	23	2006	0
3468	2691	23	2006	0
3469	2691	23	2006	0
3470	586	2651	2006	0
3471	586	2651	2006	0
3472	586	2651	2006	0
3473	586	2651	2006	0
3474	586	2651	2006	0
3475	784	417	2006	0
3476	784	417	2006	0
3477	784	417	2006	0
3478	784	417	2006	0
3479	784	417	2006	0
3480	1599	1438	2005	0
3481	885	1226	2005	0
3482	1446	356	2005	0
3483	2865	1954	2006	0
3484	2865	962	2006	0
3485	2865	962	2006	0
3486	2865	1954	2006	0
3487	2166	4390	2006	0
3488	NA	NA	2006	0
3489	NA	NA	2006	0
3490	NA	NA	2006	0
3491	1100	1956	2006	0
3492	1100	500	2006	0
3493	1598	500	2006	0
3494	1100	500	2006	0
3495	2658	1956	2006	0
3496	2658	2053	2006	0
3497	2658	1956	2006	0
3498	2658	2053	2006	0
3499	338	2906	2006	0
3500	NA	NA	2006	0
3501	338	2906	2006	0
3502	843	2904	2006	0
3503	843	2904	2006	0
3504	843	2904	2006	0
3505	843	2904	2006	0
3506	45	166	2006	0
3507	45	166	2006	0
3508	45	166	2006	0
3509	45	166	2006	0
